,gene,decouple_TAC,couple_TAC,decouple_cortex,couple_cortex,decouple_irs,couple_irs,decouple_medulla,couple_medulla
39,PLXNA2,0.0013883760513739435,-0.0013983760513739435,0.012811753934178813,-0.012821753934178812,0.00867626291700721,-0.00868626291700721,0.009760550041435792,-0.009770550041435792
40,STK4,0.0028788358662918886,-0.0028888358662918887,0.005784265576908351,-0.005794265576908351,-0.007350810852898043,0.0073408108528980436,-0.004043066710194929,0.004033066710194929
41,MAK16,0.0002046671340925621,-0.0002146671340925621,0.006365254752749724,-0.006375254752749724,-0.01231442833186655,0.01230442833186655,-0.0033481068258998242,0.003338106825899824
42,HAS2,0.003763382672304999,-0.003773382672304999,-0.011164960497090655,0.011154960497090655,-0.01995870785056722,0.01994870785056722,,
43,DNMT1,0.006538972540418131,-0.0065489725404181305,0.01047278110989415,-0.01048278110989415,0.0013321838875448438,-0.0013421838875448439,0.0026712200810643377,-0.0026812200810643378
44,LARS2,0.0009171759601940971,-0.0009271759601940971,0.000506935001603051,-0.0005169350016030511,0.002216300124413484,-0.002226300124413484,0.000752292791638895,-0.000762292791638895
45,UBALD2,0.005088972830764572,-0.005098972830764572,0.008586070507411933,-0.008596070507411933,-0.014042592282591214,0.014032592282591214,-0.014205600261425963,0.014195600261425963
46,TUBGCP4,0.002689167276661693,-0.002699167276661693,0.003980168680026083,-0.003990168680026083,-0.008087823997141502,0.008077823997141503,0.0034775255883379985,-0.0034875255883379985
47,MEF2D,0.010237653416661524,-0.010247653416661524,0.0029615194919900556,-0.0029715194919900556,-0.006732051395631669,0.0067220513956316695,0.0016448419936310327,-0.0016548419936310327
48,IMMP2L,0.005225638238006494,-0.005235638238006494,0.011372940966552308,-0.011382940966552308,0.013171078631967745,-0.013181078631967744,0.009475301947079046,-0.009485301947079045
49,HEXB,0.0032086356209017203,-0.0032186356209017203,0.008438800514433936,-0.008448800514433936,0.006492559227627162,-0.006502559227627162,0.0012287656672028135,-0.0012387656672028136
50,CDC25A,0.005193992743994194,-0.005203992743994194,-0.001064366757729654,0.001054366757729654,-0.0017678743072884473,0.0017578743072884473,-0.01935373998502045,0.01934373998502045
51,POLD3,0.010654987056328412,-0.010664987056328411,-0.01602894045865698,0.01601894045865698,-0.015269848516935108,0.015259848516935109,-0.012735512704161456,0.012725512704161456
52,CRYBG3,0.00538426586639891,-0.00539426586639891,0.013768011300878596,-0.013778011300878596,0.003514472693355683,-0.003524472693355683,0.0044970791083109585,-0.004507079108310958
53,PADI1,,,,,,,4.493510193856465e-05,-5.493510193856465e-05
54,CLK3,0.010413321704371967,-0.010423321704371966,0.01575881837483148,-0.01576881837483148,0.0063981964509390865,-0.006408196450939086,0.004640783807802237,-0.004650783807802237
55,PGRMC2,0.0033854454246671217,-0.0033954454246671218,0.00037913454532613466,-0.0003891345453261347,-0.006147072367011355,0.006137072367011356,-0.01503554340989928,0.01502554340989928
56,9930021J03RIK,0.004987106472430891,-0.004997106472430891,0.009682472387271032,-0.009692472387271032,0.005156056728911895,-0.005166056728911895,0.00532445459835558,-0.005334454598355579
57,UNK,0.008922066239521236,-0.008932066239521235,0.006831127126584818,-0.006841127126584818,0.007054554262635612,-0.007064554262635612,0.00045602300428930487,-0.0004660230042893049
58,CDC37L1,-0.0004917562519064986,0.00048175625190649855,0.005858425194086345,-0.005868425194086344,0.00949740559841103,-0.009507405598411029,0.0018798968884293915,-0.0018898968884293915
59,SUPT3,0.005835496722672362,-0.0058454967226723616,0.006927399021336114,-0.006937399021336114,-0.024561253369605643,0.024551253369605643,0.0017037642729978986,-0.0017137642729978986
60,AGL,-0.0024231317546601835,0.0024131317546601835,0.006579186315971708,-0.0065891863159717075,-0.03800595979914132,0.03799595979914132,0.004814613571623383,-0.0048246135716233825
61,TRMT1,0.00786289460846238,-0.00787289460846238,0.00807923592221746,-0.008089235922217459,-0.009922007893868087,0.009912007893868088,-0.010066510906179785,0.010056510906179785
62,MAF,-0.00013608644480061355,0.00012608644480061355,-0.007216690416495017,0.007206690416495017,0.007013994281586972,-0.007023994281586971,0.006067228528284743,-0.006077228528284743
63,SKAP2,0.003485432583589146,-0.003495432583589146,0.004904222598473035,-0.004914222598473034,0.005250820710428539,-0.005260820710428538,0.0025758447538016677,-0.0025858447538016677
64,MCM9,0.0039387960171168995,-0.003948796017116899,0.0010611850650146665,-0.0010711850650146665,-0.014345256043424959,0.01433525604342496,-0.009577429623317896,0.009567429623317896
65,RNF115,0.00493512330233585,-0.00494512330233585,0.004987013094610429,-0.004997013094610429,0.006395871143556331,-0.0064058711435563305,-0.0006098093373024943,0.0005998093373024943
66,MPHOSPH8,0.004179451106871235,-0.004189451106871234,-0.004069327780414661,0.0040593277804146614,-0.011506398557934672,0.011496398557934672,0.0018431254908309047,-0.0018531254908309047
67,RABGGTB,0.006484338537914594,-0.006494338537914594,0.008771985009130553,-0.008781985009130553,-0.012623211417531102,0.012613211417531103,0.004995601221413626,-0.005005601221413625
68,AREG,0.0042324825403302554,-0.004242482540330255,0.0009570122167287809,-0.0009670122167287809,,,0.005832208659458771,-0.00584220865945877
69,ANKRD26,0.009828348421478388,-0.009838348421478387,0.003955735202547592,-0.003965735202547591,0.0007952644160963696,-0.0008052644160963696,-0.011073333258227874,0.011063333258227875
70,FBXO34,0.0016405552386541122,-0.0016505552386541123,0.0035689110219658676,-0.0035789110219658677,-0.01626673161139293,0.01625673161139293,-0.005001307306941219,0.004991307306941219
71,ANKRD52,0.003936026844726416,-0.003946026844726416,0.004240807255153398,-0.004250807255153397,-0.002587579228163314,0.002577579228163314,-0.004432853469766601,0.0044228534697666015
