,gene,decouple_UL,couple_UL,decouple_RAO,couple_RAO,decouple_DL,couple_DL,decouple_Subplate,couple_Subplate,decouple_VSVZ,couple_VSVZ,decouple_IPC,couple_IPC,decouple_DC,couple_DC
642,CHEK2,0.01822210950581478,-0.01822210950581478,-0.007381480247331429,0.007381480247331429,-0.006436929885949114,0.006436929885949114,0.002857126025295302,-0.002857126025295302,,,,,0.001803326485828309,-0.001803326485828309
643,CRYBB3,-0.0041098668986975645,0.0041098668986975645,-0.001538852714637072,0.001538852714637072,0.007580089458818488,-0.007580089458818488,,,,,,,0.00931513633407434,-0.00931513633407434
644,WSCD2,-0.0020164097129167086,0.0020164097129167086,-0.0029602118998018137,0.0029602118998018137,-0.003001944966039699,0.003001944966039699,0.003852158242018164,-0.003852158242018164,,,,,0.006001338940080932,-0.006001338940080932
645,FICD,-0.006158183583312486,0.006158183583312486,-0.003343988067415239,0.003343988067415239,-0.0003209018158050192,0.0003209018158050192,0.003981603697790569,-0.003981603697790569,,,,,0.002035968171492167,-0.002035968171492167
646,UNG,-0.007234349921223279,0.007234349921223279,-0.010711588734056962,0.010711588734056962,0.00382080580940735,-0.00382080580940735,0.008712366968305685,-0.008712366968305685,,,,,0.007220527510363374,-0.007220527510363374
647,MYO1H,0.008383469924950225,-0.008383469924950225,-0.009538533526728565,0.009538533526728565,0.007421214049586088,-0.007421214049586088,,,,,,,,
648,FAM222A,-0.011216565159266528,0.011216565159266528,-0.012346145161081866,0.012346145161081866,0.005036111540508675,-0.005036111540508675,0.01958841420772072,-0.01958841420772072,0.022860165532422178,-0.022860165532422178,,,-0.0031101265470021983,0.0031101265470021983
649,CIT,-0.010932474080179659,0.010932474080179659,0.0039047423732151976,-0.0039047423732151976,-0.0034610946451201705,0.0034610946451201705,-0.0055957562217590975,0.0055957562217590975,,,,,0.007086189237598767,-0.007086189237598767
650,CCDC60,-0.008503843719485912,0.008503843719485912,0.006572194866761492,-0.006572194866761492,0.010297999501423176,-0.010297999501423176,,,,,,,,
651,NOS1,-0.012910644875408134,0.012910644875408134,0.026527713518258576,-0.026527713518258576,-0.0030316560199559126,0.0030316560199559126,-0.0008338760510877771,0.0008338760510877771,,,,,-0.0005944743098065947,0.0005944743098065947
652,TESC,-0.0016613174952176263,0.0016613174952176263,0.02302665755157334,-0.02302665755157334,0.00327508255826571,-0.00327508255826571,0.0065209472130852986,-0.0065209472130852986,0.011007006148929965,-0.011007006148929965,,,0.003877084020264862,-0.003877084020264862
653,SLC8B1,,,0.00500229575614497,-0.00500229575614497,,,,,,,,,,
654,RPH3A,-0.0029232505608706646,0.0029232505608706646,-0.005108952608346498,0.005108952608346498,0.00030608854319463114,-0.00030608854319463114,0.012863033005478489,-0.012863033005478489,,,,,,
655,CUX2,-0.005191989620935859,0.005191989620935859,-0.00569740660298973,0.00569740660298973,0.0014999046555366213,-0.0014999046555366213,-0.004997581510549361,0.004997581510549361,,,,,0.0022201085465743606,-0.0022201085465743606
656,KNTC1,3.6788645305797785e-05,-3.6788645305797785e-05,-0.0031072754605985936,0.0031072754605985936,-0.009759708307440468,0.009759708307440468,,,,,,,0.019376668137686945,-0.019376668137686945
657,GM34086,-0.01529059406083081,0.01529059406083081,0.02020140261716591,-0.02020140261716591,-0.014602647134869341,0.014602647134869341,0.011276312410006331,-0.011276312410006331,,,,,0.0015752605996754675,-0.0015752605996754675
658,TMEM132B,0.018253238038263953,-0.018253238038263953,-0.0005267670629859542,0.0005267670629859542,0.0011971329984340195,-0.0011971329984340195,-0.005707574699433893,0.005707574699433893,,,,,0.0009239681571882319,-0.0009239681571882319
659,TMEM132C,0.02530130718534531,-0.02530130718534531,-0.000530681087584528,0.000530681087584528,0.006760293192873454,-0.006760293192873454,0.0054320174564299745,-0.0054320174564299745,,,,,9.903319541594569e-05,-9.903319541594569e-05
660,TMEM132D,,,0.004572277437147852,-0.004572277437147852,-0.008688998384384632,0.008688998384384632,-0.0020447273662450027,0.0020447273662450027,0.0002581189145856519,-0.0002581189145856519,,,0.012441602643439582,-0.012441602643439582
661,RIMBP2,-0.005102077229822172,0.005102077229822172,-0.015902817674406336,0.015902817674406336,0.0002459246671102644,-0.0002459246671102644,-0.007452998437343573,0.007452998437343573,,,,,0.04050569213342189,-0.04050569213342189
662,CALN1,-0.0034383069609927736,0.0034383069609927736,-0.00436515458668512,0.00436515458668512,0.000375257378752894,-0.000375257378752894,-0.0045203066236655445,0.0045203066236655445,,,,,0.004494422443199746,-0.004494422443199746
663,GALNT17,-0.004464198201137026,0.004464198201137026,0.0021679632906091637,-0.0021679632906091637,0.0036515275802218097,-0.0036515275802218097,-0.0019323776487621125,0.0019323776487621125,,,,,-0.002102516111674474,0.002102516111674474
664,GM42884,0.009454148249859733,-0.009454148249859733,-0.00034204755336142423,0.00034204755336142423,0.01554801591926519,-0.01554801591926519,,,,,,,0.0025744250574540606,-0.0025744250574540606
665,ELN,-0.0110146979866102,0.0110146979866102,-0.006728228904280972,0.006728228904280972,0.0033498449030148897,-0.0033498449030148897,0.006828302519222396,-0.006828302519222396,,,,,,
666,HIP1,-0.0003576112497006914,0.0003576112497006914,-0.00396122681918603,0.00396122681918603,-0.003596798911222783,0.003596798911222783,0.003765390188768508,-0.003765390188768508,,,,,-0.0002497282415698729,0.0002497282415698729
